advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Lista Cittadini Savignano	Lista dei Cittadini Insieme per Savignano	172357643136863	Facebook	f	Facebook	1	1	4999	1000	99	0
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	f	Facebook	1	1	4999	1000	99	0
Jimmy Bastings	Bastings Jimmy Anna Hubertus	2262432790696805	Facebook	f	Facebook	1	1	4999	1000	99	0
Antal Lóránt	Diversity Advertising	490181697757865	Facebook	f	Facebook	1	1	4999	1000	20	0
Kristdemokraterna Västerbotten	Kristdemokraterna Västerbotten	414156238684191	Facebook	f	Facebook	1	1	4999	1000	46	9
Zuhal Demir	Nieuw-Vlaamse Alliantie	453932394796444	Facebook	f	Facebook	1	1	4999	1000	99	0
FDP Bad Hersfeld	FDP Bad Hersfeld	208377339290284	Facebook	f	Facebook	1	1	4999	1000	99	0
Filippo Castaldini	Filippo Castaldini	1826573307577564	Facebook	f	Facebook	1	1	4999	1000	99	0
Giovanni Russo	Giovanni Russo	1590626850978164	Facebook	f	Facebook	1	1	4999	1000	99	0
Socialdemokraterna Värmdö - Framtidspartiet	Nygren Linda Elisabet	217897918243937	Facebook	f	Facebook	1	1	4999	1000	46	9
AStA Uni Köln	AStA Uni Köln	175396302507817	Facebook	f	Facebook	1	1	4999	1000	99	0
Evin Incir	Socialdemokraterna i Uppsala län	1439778006254125	Facebook	f	Facebook	1	1	4999	1000	46	9
Apostolos Katsifaras / Απόστολος Κατσιφάρας	TEAMAPP	888149571263111	Facebook	f	Facebook	1	1	4999	1000	99	0
Matleena Käppi	Matleena Käpin vuoden 2019 vaalien tukiyhdistys	1806983809518838	Facebook	f	Facebook	1	1	4999	1000	99	0
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	f	Facebook	1	1	4999	1000	99	0
Mette Annelie Rasmussen	Rasmussen Mette Annelie	111218712287057	Facebook	f	Facebook	1	1	4999	1000	13	0
Els Van Hoof-pagina	Van Hoof Els Walter H	315278555648437	Facebook	f	Facebook	1	1	4999	1000	99	0
Marek Benda	Hopp Alan	128577896275	Facebook	f	Facebook	1	1	4999	1000	19	3
Dominika Chorosińska	Komitet Wyborczy Prawo i Sprawiedliwość	580557092422382	Facebook	f	Facebook	1	1	4999	1000	23	0
Theresa Blegvad, Aarhus Byråd	Venstre, Danmarks Liberale Parti	401991943254934	Facebook	f	Facebook	1	1	4999	1000	66	13
Hans Otto Gerlach	Hans-Otto Gerlach	2381809058770304	Facebook	f	Facebook	1	1	4999	1000	99	0
Cristian Bușoi	Rus Alexandra	112332998808842	Facebook	f	Facebook	1	1	4999	1000	20	0
Зелените ставаме Зелено движение	Ivanov Hristo	247214619360	Facebook	f	Facebook	1	1	4999	1000	99	0
Luciano D'Alfonso	Luciano D'Alfonso	250369701810297	Facebook	f	Facebook	1	1	4999	1000	99	0
Filippo Occhipinti - Europee 2019 Sicilia e Sardegna	Francesco Anzelmo	367806660496884	Facebook	f	Facebook	1	1	4999	1000	99	0
Konstanty Radziwiłł	Konstanty Radziwiłł	928240283878303	Facebook	f	Facebook	1	1	4999	1000	116	23
Info.cz	Info.cz	1269502056393120	Facebook	f	Facebook	1	1	4999	1000	19	3
Daniel Pérez Calvo	Ciudadanos Aragón	336805893626345	Facebook	f	Facebook	1	1	4999	1000	99	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	f	Facebook	1	1	4999	1000	99	0
UCU Left	UCU Left	926862034008348	Facebook	f	Facebook	1	1	4999	1000	114	0
Kádár Gábor	Párbeszéd Magyarországért	734724533343964	Facebook	f	Facebook	1	1	4999	1000	15	3
Constanze Krehl, MdEP	Ayla Haid 	370525506320360	Facebook	f	Facebook	1	1	4999	1000	99	0
Díky EU	MACH Jiří	404468833684516	Facebook	f	Facebook	1	1	4999	1000	19	3
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	f	Facebook	1	1	4999	1000	99	0
Stanisław Żmijan	MarkNeting Sp. z o.o.	436755540466865	Facebook	f	Facebook	1	1	4999	1000	23	0
Danijel Marušić	HDZ - Hrvatska demokratska zajednica	215152641879933	Facebook	f	Facebook	1	1	4999	1000	99	0
SPÖ Obersteiermark Ost	SPÖ Obersteiermark Ost	639538052795950	Facebook	f	Facebook	1	1	4999	1000	99	0
Sorino X Noale Briana Cappelletta Moniego	Alvise Trevisan	382323875934326	Facebook	f	Facebook	1	1	4999	1000	99	0
Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	f	Facebook	1	1	4999	1000	99	0
Westminster & City Lib Dems	Westminster & City Liberal Democrats	947255511978447	Facebook	f	Facebook	1	1	4999	1000	114	0
Fratelli d'Italia - Vasto	Marco Di Michele Marisi 	542099659162463	Facebook	f	Facebook	1	1	4999	1000	99	0
Συμμαχία Πολιτών	ΣΥΜΜΑΧΙΑ ΠΟΛΙΤΩΝ	470323203056530	Facebook	f	Facebook	1	1	4999	1000	99	0
Verner i Folketinget	Verner Sand Kirk	935600569947728	Facebook	f	Facebook	1	1	4999	1000	66	13
Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	f	Facebook	1	1	4999	1000	99	0
Adam Cyrański	KKW Koalicja Europejska Platforma PSL SLD .N Zieloni.	407715332768236	Facebook	f	Facebook	1	1	4999	1000	23	0
Demokratie in Bewegung	Demokratie in Bewegung	1799478453653006	Facebook	f	Facebook	1	1	4999	1000	99	0
Die Grünen Wien	Die Grünen Wien	88676876113	Facebook	f	Facebook	1	1	4999	1000	99	0
Mercedes Bresso	Mercedes Bresso	50939187984	Facebook	f	Facebook	1	1	4999	1000	99	0
Anticapitalistas Región de Murcia	Anticapitalistas Región de Murcia	414037395418648	Facebook	f	Facebook	1	1	4999	1000	99	0
Michela Giuliani - Lega Foligno	Michela Giuliani 	977482079125273	Facebook	f	Facebook	1	1	4999	1000	99	0
Kryssa Birgitta Sacrédeus	Kristdemokraterna Dalarna	1452780184793248	Facebook	f	Facebook	1	1	4999	1000	46	9
Moderaterna i Jönköpings Län	Moderaterna i Jönköpings län	164355807916	Facebook	f	Facebook	1	1	4999	1000	92	46
Eoin Barry For Laois Council 2019	Barry Eoin	469695723432344	Facebook	f	Facebook	1	1	4999	1000	99	0
Steffen Beckmann AfD	Steffen Beckmann	2242760109144391	Facebook	f	Facebook	1	1	4999	1000	99	0
Jacques Michel Bloi - VVD #13 voor Europa	Bloi Jacques M	1435938086636544	Facebook	f	Facebook	1	1	4999	1000	99	0
Pietro Fiocchi	Pietro Fiocchi	877595239247631	Facebook	f	Facebook	1	1	4999	1000	99	0
Karin Östring Bergman / Centerpartiet	Ostring Bergman Karin Maria	95356393777	Facebook	f	Facebook	1	1	4999	1000	46	9
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	f	Facebook	1	1	4999	1000	114	0
Äänioikeus.fi		753565071658403	Facebook	f	Facebook	1	1	4999	1000	99	0
USR Gorj	Uniunea Salvați România	979274598853221	Facebook	f	Facebook	1	1	4999	1000	20	0
CDU Rhein-Hunsrück	CDU Rhein-Hunsrück	253060498157297	Facebook	f	Facebook	1	1	4999	1000	99	0
Francesco Grazzini per Firenze	Francesco Grazzini 	591129664696979	Facebook	f	Facebook	1	1	4999	1000	99	0
#NatürlichEuropa	Deutscher Naturschutzring DNR e.V.	255657841991242	Facebook	f	Facebook	1	1	4999	1000	99	0
Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	f	Facebook	1	1	4999	1000	66	13
Navarra Suma	Navarra Suma	401519690408274	Facebook	f	Facebook	1	1	4999	1000	99	0
Heidi Van Gaever	Van Gaever Adelheid Fabiola E	242905366574089	Facebook	f	Facebook	1	1	4999	1000	99	0
Moderaterna i Mölndal	Brown Stjarna Amanda Charlotte	125396154314182	Facebook	f	Facebook	1	1	4999	1000	46	9
Bündnis 90/Die Grünen Kreisverband Tübingen	Bündnis 90/Die Grünen Kreisverband Tübingen	516823841675813	Facebook	f	Facebook	1	1	4999	1000	99	0
Calenzano Futura	Simone Bolognesi	597646537327558	Facebook	f	Facebook	1	1	4999	1000	99	0
Partei der Arbeit	Partei der Arbeit	298693416922933	Facebook	f	Facebook	1	1	4999	1000	99	0
Βαγγέλης Τσαμήτας - Υποψήφιος Δήμαρχος Αλίμου	Baggelis Tsamitas	794521677550806	Facebook	f	Facebook	1	1	4999	1000	99	0
Landtag von Baden-Württemberg	Landtag von Baden-Württemberg	2015022955380034	Facebook	f	Facebook	1	1	4999	1000	99	0
A kiló nem százat jelent.	Antlfinger Edvárd	172924162721825	Facebook	f	Facebook	1	1	4999	1000	15	3
Simon Leed Krøs	Krøs Simon Leed	2213595128921256	Facebook	f	Facebook	1	1	4999	1000	13	0
FDP Bad Oeynhausen	FDP Bad Oeynhausen	304263959992118	Facebook	f	Facebook	1	1	4999	1000	99	0
Faraldi Giuseppe	Giuseppe Faraldi	386214098778099	Facebook	f	Facebook	1	1	4999	1000	99	0
Μεγάλη Ελλάδα / Megali Ellada	Eleftherios Demetriou	401156360637381	Facebook	f	Facebook	1	1	4999	1000	99	0
Alfonso Pisicchio	Natale Pisicchio	644803135590917	Facebook	f	Facebook	1	1	4999	1000	99	0
Nyhetssajten Europaportalen	Nyhetssajten Europaportalen	8005743307	Facebook	f	Facebook	1	1	4999	1000	46	9
Eduardo Maria Piccirilli - candidato elezioni europee 2019	Eduardo Maria Piccirilli	2210084055756696	Facebook	f	Facebook	1	1	4999	1000	99	0
Kresťanská únia	Kresťanská únia	558882197954288	Facebook	f	Facebook	1	1	4999	1000	99	0
Mikko Ohela	Mikko Ohela	201647537374497	Facebook	f	Facebook	1	1	4999	1000	99	0
N-VA Temse	N-VA Temse	157739524296696	Facebook	f	Facebook	1	1	4999	1000	99	0
Viviana Dal Cin	Paolo Menis	290866805146864	Facebook	f	Facebook	1	1	4999	1000	99	0
Socioblog.ro	ZODIAN ALEXANDRU-SERBAN	815735411826201	Facebook	f	Facebook	1	1	4999	1000	20	0
Lista civica Stabilitá e Futuro - Giustino Bello Sindaco	Sandra Bianciotto	2125079321116134	Facebook	f	Facebook	1	1	4999	1000	99	0
Liam Boyle Labour	Ó BAOILL ANDREW	555153594978666	Facebook	f	Facebook	1	1	4999	1000	99	0
Ecolo Mons-Borinage / Hauts-Pays	Bravin Geoffrey 	235500823177113	Facebook	f	Facebook	1	1	4999	1000	99	0
Vlastibor Čermák, kandidát SPD do EP 2019	Chodzajan Akop	435237393688140	Facebook	f	Facebook	1	1	4999	1000	19	3
Roberto Di Stefano - Candidato alle Elezioni Regionali Piemonte 2019	Roberto Di Stefano	1146569258880241	Facebook	f	Facebook	1	1	4999	1000	99	0
Kristdemokraterna Fyrbodal	Kristdemokraterna i VGN	1764033887144522	Facebook	f	Facebook	1	1	4999	1000	9	0
EAJ PNV Bilbao	EAJ-PNV	901614836545126	Facebook	f	Facebook	1	1	4999	1000	99	0
Daniele Tromboni M5S candidato al Parlamento Europeo	Daniele Tromboni	1772378256414400	Facebook	f	Facebook	1	1	4999	1000	99	0
Owen Hanley	Owen Hanley	234006030801926	Facebook	f	Facebook	1	1	4999	1000	99	0
Βασίλης Κωτσιόπουλος Υπ.Ευρωβουλευτής	Β. Κωτσιόπουλος	1524942397638885	Facebook	f	Facebook	1	1	4999	1000	99	0
Rasmus Nordqvist	Rasmus Nordqvist	323452711195305	Facebook	f	Facebook	1	1	4999	1000	13	0
Philip Tarning-Andersen	Tarning-Andersen Philip	1546391055463179	Facebook	f	Facebook	1	1	4999	1000	13	0
Puyalón de Cuchas	Puyalon de Cuchas	265047063604121	Facebook	f	Facebook	1	1	4999	1000	99	0
Αποστολος Σιατρας	Apostolos Siatras	2351826395054053	Facebook	f	Facebook	1	1	4999	1000	99	0
Iulian Lorincz	Uniunea Salvați România - USR	924354934394338	Facebook	f	Facebook	1	1	4999	1000	20	0
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	f	Facebook	1	1	4999	1000	99	0
Grüne Jena	Wolfgang Volkmer	367774396672401	Facebook	f	Facebook	1	1	4999	1000	99	0
Kasper Sand Kjær	Kjær Kasper Sand	223099558291164	Facebook	f	Facebook	1	1	4999	1000	66	13
BÜNDNIS 90/DIE GRÜNEN Schleswig-Holstein	BÜNDNIS 90/DIE GRÜNEN Schleswig-Holstein	1608463192727453	Facebook	f	Facebook	1	1	4999	1000	99	0
Evolution Vehicle Leasing	Neal Christopher Glass	460432784693049	Facebook	f	Facebook	1	1	4999	1000	114	0
SPD Dresden-West	SPD Ortsverein Dresden-West	164123927360388	Facebook	f	Facebook	1	1	4999	1000	99	0
Liberalerna Mariestad	Bergstrom Viktor Gunnar Lexer	1450259805246166	Facebook	f	Facebook	1	1	4999	1000	46	9
Grüne Kaiserslautern	Niko Markus	151451551553337	Facebook	f	Facebook	1	1	4999	1000	99	0
Anna Sirkiä	Anna Sirkiä	115751458577078	Facebook	f	Facebook	1	1	4999	1000	99	0
Ecolo Ostbelgien	Ecolo Ostbelgien	321847415140	Facebook	f	Facebook	1	1	4999	1000	99	0
Warrington for Europe	Warrington for Europe	432194743945772	Facebook	f	Facebook	1	1	4999	1000	114	0
Branislav Škripek	Kresťanská únia	498701220263973	Facebook	f	Facebook	1	1	4999	1000	99	0
Mikel Buil García	Podemos Navarra	287876011759786	Facebook	f	Facebook	1	1	4999	1000	99	0
Det Radikale Venstre i Bruxelles	Espelund Morten	146464325502929	Facebook	f	Facebook	1	1	4999	1000	99	0
Mario Pozzi	Mario Pozzi	1863868990388556	Facebook	f	Facebook	1	1	4999	1000	99	0
Lib Dem Newswire	Liberal Democrat Newswire	199674550052349	Facebook	f	Facebook	1	1	4999	1000	114	0
PD Palo del Colle	Gabriella Sasso	1578164322435113	Facebook	f	Facebook	1	1	4999	1000	99	0
Conny Brännberg	Brannberg Conny Ruben	656908278084235	Facebook	f	Facebook	1	1	4999	1000	46	9
Agnese Villere Eiropas Parlamenta kandidāte	Jaunā konservatīvā partija	1086674038184163	Facebook	f	Facebook	1	1	4999	1000	99	0
Cyril Brennan - People Before Profit	People Before Profit - Midlands North West	164750800796944	Facebook	f	Facebook	1	1	4999	1000	99	0
Evi Van Camp	Van Camp Evi	1758937624358952	Facebook	f	Facebook	1	1	4999	1000	99	0
Centrodestra per cambiare con Pacetti sindaco	Manuel Gianfelici	292638348325601	Facebook	f	Facebook	1	1	4999	1000	99	0
Tabib Malcolm Paul Galea	Malcolm Paul Galea	558899981162708	Facebook	f	Facebook	1	1	4999	1000	99	0
KDU Sverige	KDU Sverige	177549278946958	Facebook	f	Facebook	1	1	4999	1000	46	9
Borroni Pierpaolo	Pierpaolo Borroni 	1474826522845148	Facebook	f	Facebook	1	1	4999	1000	99	0
Jaume Dulsat	Partit Demòcrata	815191145191798	Facebook	f	Facebook	1	1	4999	1000	99	0
Graue Panther wählen	Rudolf Görg 	2014695908579485	Facebook	f	Facebook	1	1	4999	1000	99	0
Charis Kamoen	Kamoen Charis Oswald M	207387513240677	Facebook	f	Facebook	1	1	4999	1000	99	0
SPD BRANDENBURG	SPD BRANDENBURG	139470429458087	Facebook	f	Facebook	1	1	4999	1000	99	0
Erik Miltiadis Edman	Edman Erik Miltiadis	918665584992305	Facebook	f	Facebook	1	1	4999	1000	99	0
Aontú	Toibin Peadar Pol	1052704411520149	Facebook	f	Facebook	1	1	4999	1000	99	0
Davide Ganapini	Davide Ganapini 	132753476889678	Facebook	f	Facebook	1	1	4999	1000	99	0
SABA Relief & Development Foundation	SABA Relief	401629983213392	Facebook	f	Facebook	1	1	4999	1000	114	0
Francesco Valenti 6ª Circoscrizione Catania	Francesco Valenti	1686088174761067	Facebook	f	Facebook	1	1	4999	1000	99	0
Enrico Rossi	Enrico Rossi	197611081853	Facebook	f	Facebook	1	1	4999	1000	99	0
Angelo Vernillo	Angelo Vernillo 	538691129988576	Facebook	f	Facebook	1	1	4999	1000	99	0
Δημήτρης Καψάλης - Υποψήφιος Δημοτικός Σύμβουλος	Dimitrios Kapsalis	576024002899277	Facebook	f	Facebook	1	1	4999	1000	99	0
Miquel Noguer	Partit Demòcrata	894210980661764	Facebook	f	Facebook	1	1	4999	1000	99	0
Folkstyret	Ströberg Mikael	1243789685638222	Facebook	f	Facebook	1	1	4999	1000	46	9
Ματίνα Πρίγκου - Υποψήφια Δημοτική Σύμβουλος Βόλου	Stamatia Prigkou	438322063396527	Facebook	f	Facebook	1	1	4999	1000	99	0
Cllr Kevin Daly	Daly Kevin	344182612453224	Facebook	f	Facebook	1	1	4999	1000	99	0
Kim Valentin	Valentin Kim	362875644473220	Facebook	f	Facebook	1	1	4999	1000	66	13
Αλλάζουμε Νοοτροπία - Αλλάζουμε μαζί Αθανάσιος Κατσίμπελης	Athanasios Katsimpelis	275653935665	Facebook	f	Facebook	1	1	4999	1000	99	0
Miljöpartiet de gröna i Örebro län	Miljöpartiet de gröna i Örebro län	518485684936538	Facebook	f	Facebook	1	1	4999	1000	46	9
Fintan Brett	Brett Fintan Peter	345949292941023	Facebook	f	Facebook	1	1	4999	1000	99	0
Peter Gysbrechts	Neys Tom	363197027117917	Facebook	f	Facebook	1	1	4999	1000	99	0
Enio Cucurachi	Cucurachi Enio Antonio	2196293330408303	Facebook	f	Facebook	1	1	4999	1000	99	0
Eva Boura	Eva Boura	2168265216585688	Facebook	f	Facebook	1	1	4999	1000	99	0
Massimiliano Grimaldi		1126143620901834	Facebook	f	Facebook	1	1	4999	1000	88	0
Jusos Püttlingen	Lars Klein	120694711361929	Facebook	f	Facebook	1	1	4999	1000	99	0
VVD Goeree-Overflakkee	VVD Goeree-Overflakkee	305812906126532	Facebook	f	Facebook	1	1	4999	1000	99	0
Todoran Adrian	Deputat Adrian Todoran	378450619599004	Facebook	f	Facebook	1	1	4999	1000	20	0
Socialdemokraterna i Uppsala	Socialdemokraterna i Uppsala	174949672555149	Facebook	f	Facebook	1	1	4999	1000	46	9
Byggnads Skåne	Sjoberg Jonas Fredrik	294444197371898	Facebook	f	Facebook	1	1	4999	1000	46	9
SPD Region Hannover	Ermana Nurkovic	110715173724	Facebook	f	Facebook	1	1	4999	1000	99	0
FDP Rostock	FDP-Kreisverband Rostock	750220438339711	Facebook	f	Facebook	1	1	4999	1000	99	0
Per Husted i Folketinget	Nielsen Per Husted	125832481208156	Facebook	f	Facebook	1	1	4999	1000	66	13
Trafford Conservatives	Altrincham & Sale West Conservative Association	201951136994785	Facebook	f	Facebook	1	1	4999	1000	114	0
Miljöpartiet de gröna i Värmland	Miljöpartiet de gröna i Värmland	325179334216792	Facebook	f	Facebook	1	1	4999	1000	46	9
Charlotte Green	Jens-Ole Hesel	1895601153841380	Facebook	f	Facebook	1	1	4999	1000	66	13
Junts Pel Vendrell	Partit Demòcrata	835384499831767	Facebook	f	Facebook	1	1	4999	1000	99	0
Ine Tombeur	Tombeur Ine	120236914663605	Facebook	f	Facebook	1	1	4999	1000	99	0
Folketingskandidat Anders G. Christensen	Christensen Anders Georg	1394304720620628	Facebook	f	Facebook	1	1	4999	1000	66	13
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	f	Facebook	1	1	4999	1000	99	0
Tradizione e futuro per Portacomaro e Migliandolo	Lucio Gamba	1037273013145386	Facebook	f	Facebook	1	1	4999	1000	99	0
Amaia Del Campo Berasategi	EAJ-PNV	1590509731203726	Facebook	f	Facebook	1	1	4999	1000	99	0
Rosa Lund	Enhedslisten	195621950482248	Facebook	f	Facebook	1	1	4999	1000	66	13
Mathias Christiansen - Folketingskandidat	Friis Rune Robert	295474127816294	Facebook	f	Facebook	1	1	4999	1000	66	13
Gianluca Festa	Gianluca Festa	1414627525508278	Facebook	f	Facebook	1	1	4999	1000	99	0
Centerpartiet i Jönköpings län	Luth Eric Gunnar Johan	226810677402741	Facebook	f	Facebook	1	1	4999	1000	46	9
Markus Ornig	NEOS Wien	1604393142995063	Facebook	f	Facebook	1	1	4999	1000	99	0
Antonio Morales Méndez	Nueva Canarias	972435506102094	Facebook	f	Facebook	1	1	4999	1000	99	0
Camisano Cambia	Giuseppe Maio	568531166547381	Facebook	f	Facebook	1	1	4999	1000	99	0
Fiom Cgil Nazionale	Michela Bevere	78832128959	Facebook	f	Facebook	1	1	4999	1000	99	0
Любомира Ганчева	Gancheva Lyubomira	483954725396036	Facebook	f	Facebook	1	1	4999	1000	88	0
Charlotte Libach	Johansen Charlotte Libach	161798761017183	Facebook	f	Facebook	1	1	4999	1000	66	13
Grüne Saarlouis	Thomas Lucchi 	176446179820680	Facebook	f	Facebook	1	1	4999	1000	99	0
Andoaingo EAJ PNV	EAJ-PNV	353374364850279	Facebook	f	Facebook	1	1	4999	1000	99	0
Daniel Whooley - Ongar	Ben O'Leary Fitzpatrick 	566106640523884	Facebook	f	Facebook	1	1	4999	1000	99	0
Cllr Karen Lucioni	Karen Lucioni	667909793390787	Facebook	f	Facebook	1	1	4999	1000	114	0
Daan De Veuster	De Veuster Daan Jozef D	1753693034925883	Facebook	f	Facebook	1	1	4999	1000	99	0
Soutien À Mennel Ibtissem		191427421448414	Facebook	f	Facebook	1	1	4999	1000	99	0
Kocsis Máté	Kocsis Máté	149061108240	Facebook	f	Facebook	1	1	4999	1000	15	3
FDP Kreis Soest	Tim Philip Behrendt	703408639818094	Facebook	f	Facebook	1	1	4999	1000	99	0
PNL Constanţa	PNL Constanţa	422079857963680	Facebook	f	Facebook	1	1	4999	1000	20	0
Μάκης Παπαδόπουλος - Ο Τόπος Της Ζωής Μας	Μάκης Παπαδόπουλος	1433780063507247	Facebook	f	Facebook	1	1	4999	1000	99	0
Justyna Żalek	Komitet Wyborczy KW Prawo i Sprawiedliwość	548488178922480	Facebook	f	Facebook	1	1	4999	1000	116	23
Gorka Urtaran	EAJ-PNV	300674273455291	Facebook	f	Facebook	1	1	4999	1000	99	0
CDU Altona	CDU Kreisverband Altona/Elbvororte	619070778260499	Facebook	f	Facebook	1	1	4999	1000	99	0
Vrouw & Maatschappij - CD&V politica	Vrouw & Maatschappij	268844173157989	Facebook	f	Facebook	1	1	4999	1000	99	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	f	Facebook	1	1	4999	1000	99	0
Vittorio Barazzotto	Daniele Ghisio	463077060416998	Facebook	f	Facebook	1	1	4999	1000	99	0
Alessandro Gaetani - Verbania Viva per Marchionini Sindaco	Alessandro Gaetani	2144362922279334	Facebook	f	Facebook	1	1	4999	1000	99	0
Pedro Santisteve Roche	Zaragoza en Común	543444259136619	Facebook	f	Facebook	1	1	4999	1000	99	0
Junge Union Main-Taunus	Junge Union Main-Taunus	344008438956618	Facebook	f	Facebook	1	1	4999	1000	99	0
Michelle Ginée	Ginee Michelle	1059190017557242	Facebook	f	Facebook	1	1	4999	1000	99	0
ADR  - Alternativ Demokratesch Reformpartei	ADR	115916035102253	Facebook	f	Facebook	1	1	4999	1000	99	0
Soňa Gaborčáková	Soňa Gaborčáková	254959614852456	Facebook	f	Facebook	1	1	4999	1000	99	0
Krzysztof Hetman	Krzysztof Hetman KKW Koalicja Europejska PO PSL SLD .N Zieloni	1607487699534202	Facebook	f	Facebook	5	1	4995	0	115	0
Alessandra Basso al Parlamento Europeo	Alessandra Basso	613417015791230	Facebook	f	Facebook	5	1	4995	0	495	0
Cindy Franssen.	Franssen Cindy	404939213355109	Facebook	f	Facebook	5	1	4995	0	495	0
Marianne Vind	Marianne Vind	329236874385098	Facebook	f	Facebook	5	1	4995	0	66	0
Islamic Relief Sverige	Islamic Relief Sverige	121702404531696	Facebook	f	Facebook	5	1	4995	0	45	0
Francesca Gambarini	Annarita Cacciamani 	1473558732874837	Facebook	f	Facebook	5	1	4995	0	495	0
Patryk Fajdek	KW Wiosna Roberta Biedronia	396085477167186	Facebook	f	Facebook	5	1	4995	0	115	0
Sissel van Run-Kvist	Kvist Sissel	176580099127279	Facebook	f	Facebook	5	1	4995	0	66	0
